====== Start training======
[epoch:1, iter:1] Loss: 1.111 | Acc: 18.750% 
[epoch:2, iter:10] Loss: 0.211 | Acc: 91.875% 
[epoch:2, iter:11] Loss: 0.196 | Acc: 92.614% 
[epoch:2, iter:12] Loss: 0.250 | Acc: 91.146% 
[epoch:2, iter:13] Loss: 0.251 | Acc: 90.385% 
[epoch:2, iter:14] Loss: 0.237 | Acc: 91.071% 
[epoch:2, iter:15] Loss: 0.249 | Acc: 90.833% 
[epoch:2, iter:16] Loss: 0.261 | Acc: 90.625% 
[epoch:2, iter:17] Loss: 0.262 | Acc: 90.441% 
[epoch:2, iter:18] Loss: 0.261 | Acc: 90.625% 
[epoch:2, iter:19] Loss: 0.282 | Acc: 89.474% 
[epoch:2, iter:20] Loss: 0.285 | Acc: 89.062% 
[epoch:2, iter:21] Loss: 0.275 | Acc: 89.583% 
[epoch:2, iter:22] Loss: 0.280 | Acc: 88.920% 
[epoch:2, iter:23] Loss: 0.274 | Acc: 89.130% 
[epoch:2, iter:24] Loss: 0.267 | Acc: 89.583% 
[epoch:2, iter:25] Loss: 0.263 | Acc: 89.750% 
[epoch:2, iter:26] Loss: 0.258 | Acc: 89.904% 
[epoch:2, iter:27] Loss: 0.254 | Acc: 90.046% 
[epoch:2, iter:28] Loss: 0.249 | Acc: 90.402% 
[epoch:2, iter:29] Loss: 0.257 | Acc: 90.086% 
[epoch:2, iter:30] Loss: 0.259 | Acc: 90.000% 
Best Test Acc: 86.667%
[epoch:3, iter:1] Loss: 0.072 | Acc: 100.000% 
[epoch:3, iter:2] Loss: 0.092 | Acc: 100.000% 
[epoch:3, iter:3] Loss: 0.196 | Acc: 95.833% 
[epoch:3, iter:4] Loss: 0.179 | Acc: 96.875% 
[epoch:3, iter:5] Loss: 0.174 | Acc: 96.250% 
[epoch:3, iter:6] Loss: 0.236 | Acc: 93.750% 
[epoch:3, iter:7] Loss: 0.213 | Acc: 94.643% 
[epoch:3, iter:8] Loss: 0.217 | Acc: 92.969% 
[epoch:3, iter:9] Loss: 0.232 | Acc: 91.667% 
[epoch:3, iter:10] Loss: 0.224 | Acc: 91.250% 
[epoch:3, iter:11] Loss: 0.210 | Acc: 92.045% 
[epoch:3, iter:12] Loss: 0.218 | Acc: 91.667% 
[epoch:3, iter:13] Loss: 0.209 | Acc: 92.308% 
[epoch:3, iter:14] Loss: 0.218 | Acc: 92.411% 
[epoch:3, iter:15] Loss: 0.207 | Acc: 92.917% 
[epoch:3, iter:16] Loss: 0.202 | Acc: 93.359% 
[epoch:3, iter:17] Loss: 0.194 | Acc: 93.750% 
[epoch:3, iter:18] Loss: 0.199 | Acc: 93.403% 
[epoch:3, iter:19] Loss: 0.190 | Acc: 93.750% 
[epoch:3, iter:20] Loss: 0.185 | Acc: 93.750% 
[epoch:3, iter:21] Loss: 0.178 | Acc: 94.048% 
[epoch:3, iter:22] Loss: 0.172 | Acc: 94.318% 
[epoch:3, iter:23] Loss: 0.174 | Acc: 94.293% 
[epoch:3, iter:24] Loss: 0.169 | Acc: 94.531% 
[epoch:3, iter:25] Loss: 0.181 | Acc: 94.000% 
[epoch:3, iter:26] Loss: 0.179 | Acc: 93.990% 
[epoch:3, iter:27] Loss: 0.174 | Acc: 94.213% 
[epoch:3, iter:28] Loss: 0.172 | Acc: 94.420% 
[epoch:3, iter:29] Loss: 0.173 | Acc: 94.181% 
[epoch:3, iter:30] Loss: 0.175 | Acc: 94.167% 
Best model saved with acc: 100.00%
Best Test Acc: 100.000%
[epoch:4, iter:1] Loss: 0.034 | Acc: 100.000% 
[epoch:4, iter:2] Loss: 0.039 | Acc: 100.000% 
[epoch:4, iter:3] Loss: 0.066 | Acc: 100.000% 
[epoch:4, iter:4] Loss: 0.154 | Acc: 95.312% 
[epoch:4, iter:5] Loss: 0.130 | Acc: 96.250% 
[epoch:4, iter:6] Loss: 0.144 | Acc: 95.833% 
[epoch:4, iter:7] Loss: 0.131 | Acc: 96.429% 
[epoch:4, iter:8] Loss: 0.120 | Acc: 96.875% 
[epoch:4, iter:9] Loss: 0.142 | Acc: 96.528% 
[epoch:4, iter:10] Loss: 0.133 | Acc: 96.875% 
[epoch:4, iter:11] Loss: 0.135 | Acc: 96.591% 
[epoch:4, iter:12] Loss: 0.131 | Acc: 96.354% 
[epoch:4, iter:13] Loss: 0.135 | Acc: 95.673% 
[epoch:4, iter:14] Loss: 0.127 | Acc: 95.982% 
[epoch:4, iter:15] Loss: 0.122 | Acc: 96.250% 
[epoch:4, iter:16] Loss: 0.123 | Acc: 96.094% 
[epoch:4, iter:17] Loss: 0.122 | Acc: 95.956% 
[epoch:4, iter:18] Loss: 0.120 | Acc: 95.833% 
[epoch:4, iter:19] Loss: 0.119 | Acc: 96.053% 
[epoch:4, iter:20] Loss: 0.118 | Acc: 96.250% 
[epoch:4, iter:21] Loss: 0.126 | Acc: 95.833% 
[epoch:4, iter:22] Loss: 0.123 | Acc: 96.023% 
[epoch:4, iter:23] Loss: 0.119 | Acc: 96.196% 
[epoch:4, iter:24] Loss: 0.115 | Acc: 96.354% 
[epoch:4, iter:25] Loss: 0.113 | Acc: 96.500% 
[epoch:4, iter:26] Loss: 0.109 | Acc: 96.635% 
[epoch:4, iter:27] Loss: 0.107 | Acc: 96.528% 
[epoch:4, iter:28] Loss: 0.108 | Acc: 96.429% 
[epoch:4, iter:29] Loss: 0.106 | Acc: 96.552% 
[epoch:4, iter:30] Loss: 0.110 | Acc: 96.042% 
Best Test Acc: 100.000%
[epoch:5, iter:1] Loss: 0.015 | Acc: 100.000% 
[epoch:5, iter:2] Loss: 0.093 | Acc: 96.875% 
[epoch:5, iter:3] Loss: 0.093 | Acc: 97.917% 
[epoch:5, iter:4] Loss: 0.092 | Acc: 98.438% 
[epoch:5, iter:5] Loss: 0.105 | Acc: 97.500% 
[epoch:5, iter:6] Loss: 0.092 | Acc: 97.917% 
[epoch:5, iter:7] Loss: 0.080 | Acc: 98.214% 
[epoch:5, iter:8] Loss: 0.075 | Acc: 98.438% 
[epoch:5, iter:9] Loss: 0.076 | Acc: 98.611% 
[epoch:5, iter:10] Loss: 0.107 | Acc: 96.875% 
[epoch:5, iter:11] Loss: 0.102 | Acc: 97.159% 
[epoch:5, iter:12] Loss: 0.096 | Acc: 97.396% 
[epoch:5, iter:13] Loss: 0.117 | Acc: 96.635% 
[epoch:5, iter:14] Loss: 0.111 | Acc: 96.875% 
[epoch:5, iter:15] Loss: 0.106 | Acc: 97.083% 
[epoch:5, iter:16] Loss: 0.102 | Acc: 97.266% 
[epoch:5, iter:17] Loss: 0.098 | Acc: 97.426% 
[epoch:5, iter:18] Loss: 0.100 | Acc: 97.222% 
[epoch:5, iter:19] Loss: 0.096 | Acc: 97.368% 
[epoch:5, iter:20] Loss: 0.093 | Acc: 97.500% 
[epoch:5, iter:21] Loss: 0.090 | Acc: 97.619% 
[epoch:5, iter:22] Loss: 0.087 | Acc: 97.727% 
[epoch:5, iter:23] Loss: 0.097 | Acc: 97.283% 
[epoch:5, iter:24] Loss: 0.103 | Acc: 96.875% 
[epoch:5, iter:25] Loss: 0.101 | Acc: 96.750% 
[epoch:5, iter:26] Loss: 0.109 | Acc: 96.635% 
[epoch:5, iter:27] Loss: 0.112 | Acc: 96.528% 
[epoch:5, iter:28] Loss: 0.110 | Acc: 96.652% 
[epoch:5, iter:29] Loss: 0.116 | Acc: 96.336% 
[epoch:5, iter:30] Loss: 0.113 | Acc: 96.458% 
Best Test Acc: 100.000%
[epoch:6, iter:1] Loss: 0.028 | Acc: 100.000% 
[epoch:6, iter:2] Loss: 0.154 | Acc: 93.750% 
[epoch:6, iter:3] Loss: 0.133 | Acc: 93.750% 
[epoch:6, iter:4] Loss: 0.116 | Acc: 95.312% 
[epoch:6, iter:5] Loss: 0.128 | Acc: 93.750% 
[epoch:6, iter:6] Loss: 0.136 | Acc: 93.750% 
[epoch:6, iter:7] Loss: 0.119 | Acc: 94.643% 
[epoch:6, iter:8] Loss: 0.108 | Acc: 95.312% 
[epoch:6, iter:9] Loss: 0.121 | Acc: 95.139% 
[epoch:6, iter:10] Loss: 0.148 | Acc: 94.375% 
[epoch:6, iter:11] Loss: 0.137 | Acc: 94.886% 
[epoch:6, iter:12] Loss: 0.129 | Acc: 95.312% 
[epoch:6, iter:13] Loss: 0.121 | Acc: 95.673% 
[epoch:6, iter:14] Loss: 0.117 | Acc: 95.982% 
[epoch:6, iter:15] Loss: 0.112 | Acc: 96.250% 
[epoch:6, iter:16] Loss: 0.107 | Acc: 96.484% 
[epoch:6, iter:17] Loss: 0.102 | Acc: 96.691% 
[epoch:6, iter:18] Loss: 0.102 | Acc: 96.528% 
[epoch:6, iter:19] Loss: 0.103 | Acc: 96.382% 
[epoch:6, iter:20] Loss: 0.102 | Acc: 96.562% 
[epoch:6, iter:21] Loss: 0.099 | Acc: 96.726% 
[epoch:6, iter:22] Loss: 0.096 | Acc: 96.875% 
[epoch:6, iter:23] Loss: 0.097 | Acc: 96.739% 
[epoch:6, iter:24] Loss: 0.101 | Acc: 96.354% 
[epoch:6, iter:25] Loss: 0.099 | Acc: 96.500% 
[epoch:6, iter:26] Loss: 0.098 | Acc: 96.635% 
[epoch:6, iter:27] Loss: 0.095 | Acc: 96.759% 
[epoch:6, iter:28] Loss: 0.093 | Acc: 96.875% 
[epoch:6, iter:29] Loss: 0.091 | Acc: 96.983% 
[epoch:6, iter:30] Loss: 0.092 | Acc: 97.083% 
Best Test Acc: 100.000%
[epoch:7, iter:1] Loss: 0.081 | Acc: 100.000% 
[epoch:7, iter:2] Loss: 0.120 | Acc: 96.875% 
[epoch:7, iter:3] Loss: 0.087 | Acc: 97.917% 
[epoch:7, iter:4] Loss: 0.078 | Acc: 98.438% 
[epoch:7, iter:5] Loss: 0.068 | Acc: 98.750% 
[epoch:7, iter:6] Loss: 0.076 | Acc: 97.917% 
[epoch:7, iter:7] Loss: 0.068 | Acc: 98.214% 
[epoch:7, iter:8] Loss: 0.063 | Acc: 98.438% 
[epoch:7, iter:9] Loss: 0.077 | Acc: 97.917% 
[epoch:7, iter:10] Loss: 0.100 | Acc: 97.500% 
[epoch:7, iter:11] Loss: 0.097 | Acc: 97.727% 
[epoch:7, iter:12] Loss: 0.097 | Acc: 97.396% 
[epoch:7, iter:13] Loss: 0.094 | Acc: 97.115% 
[epoch:7, iter:14] Loss: 0.093 | Acc: 97.321% 
[epoch:7, iter:15] Loss: 0.094 | Acc: 97.083% 
[epoch:7, iter:16] Loss: 0.090 | Acc: 97.266% 
[epoch:7, iter:17] Loss: 0.089 | Acc: 97.059% 
[epoch:7, iter:18] Loss: 0.092 | Acc: 96.875% 
[epoch:7, iter:19] Loss: 0.090 | Acc: 97.039% 
[epoch:7, iter:20] Loss: 0.094 | Acc: 96.875% 
[epoch:7, iter:21] Loss: 0.099 | Acc: 96.726% 
[epoch:7, iter:22] Loss: 0.096 | Acc: 96.875% 
[epoch:7, iter:23] Loss: 0.095 | Acc: 97.011% 
[epoch:7, iter:24] Loss: 0.093 | Acc: 97.135% 
[epoch:7, iter:25] Loss: 0.090 | Acc: 97.250% 
[epoch:7, iter:26] Loss: 0.089 | Acc: 97.356% 
[epoch:7, iter:27] Loss: 0.088 | Acc: 97.454% 
[epoch:7, iter:28] Loss: 0.099 | Acc: 96.875% 
[epoch:7, iter:29] Loss: 0.101 | Acc: 96.552% 
[epoch:7, iter:30] Loss: 0.100 | Acc: 96.667% 
Best Test Acc: 100.000%
[epoch:8, iter:1] Loss: 0.029 | Acc: 100.000% 
[epoch:8, iter:2] Loss: 0.148 | Acc: 96.875% 
[epoch:8, iter:3] Loss: 0.103 | Acc: 97.917% 
[epoch:8, iter:4] Loss: 0.090 | Acc: 98.438% 
[epoch:8, iter:5] Loss: 0.102 | Acc: 97.500% 
[epoch:8, iter:6] Loss: 0.101 | Acc: 97.917% 
[epoch:8, iter:7] Loss: 0.119 | Acc: 97.321% 
[epoch:8, iter:8] Loss: 0.112 | Acc: 97.656% 
[epoch:8, iter:9] Loss: 0.102 | Acc: 97.917% 
[epoch:8, iter:10] Loss: 0.096 | Acc: 98.125% 
[epoch:8, iter:11] Loss: 0.099 | Acc: 98.295% 
[epoch:8, iter:12] Loss: 0.116 | Acc: 96.875% 
[epoch:8, iter:13] Loss: 0.110 | Acc: 97.115% 
[epoch:8, iter:14] Loss: 0.105 | Acc: 97.321% 
[epoch:8, iter:15] Loss: 0.103 | Acc: 97.083% 
[epoch:8, iter:16] Loss: 0.100 | Acc: 97.266% 
[epoch:8, iter:17] Loss: 0.096 | Acc: 97.426% 
[epoch:8, iter:18] Loss: 0.091 | Acc: 97.569% 
[epoch:8, iter:19] Loss: 0.087 | Acc: 97.697% 
[epoch:8, iter:20] Loss: 0.092 | Acc: 97.500% 
[epoch:8, iter:21] Loss: 0.089 | Acc: 97.619% 
[epoch:8, iter:22] Loss: 0.085 | Acc: 97.727% 
[epoch:8, iter:23] Loss: 0.089 | Acc: 97.554% 
[epoch:8, iter:24] Loss: 0.091 | Acc: 97.135% 
[epoch:8, iter:25] Loss: 0.088 | Acc: 97.250% 
[epoch:8, iter:26] Loss: 0.092 | Acc: 97.115% 
[epoch:8, iter:27] Loss: 0.093 | Acc: 96.991% 
[epoch:8, iter:28] Loss: 0.091 | Acc: 97.098% 
[epoch:8, iter:29] Loss: 0.092 | Acc: 96.983% 
[epoch:8, iter:30] Loss: 0.090 | Acc: 97.083% 
Best Test Acc: 100.000%
[epoch:9, iter:1] Loss: 0.035 | Acc: 100.000% 
[epoch:9, iter:2] Loss: 0.106 | Acc: 96.875% 
[epoch:9, iter:3] Loss: 0.102 | Acc: 95.833% 
[epoch:9, iter:4] Loss: 0.187 | Acc: 92.188% 
[epoch:9, iter:5] Loss: 0.154 | Acc: 93.750% 
[epoch:9, iter:6] Loss: 0.133 | Acc: 94.792% 
[epoch:9, iter:7] Loss: 0.128 | Acc: 94.643% 
[epoch:9, iter:8] Loss: 0.133 | Acc: 93.750% 
[epoch:9, iter:9] Loss: 0.122 | Acc: 94.444% 
[epoch:9, iter:10] Loss: 0.112 | Acc: 95.000% 
[epoch:9, iter:11] Loss: 0.105 | Acc: 95.455% 
[epoch:9, iter:12] Loss: 0.098 | Acc: 95.833% 
[epoch:9, iter:13] Loss: 0.106 | Acc: 95.192% 
[epoch:9, iter:14] Loss: 0.102 | Acc: 95.536% 
[epoch:9, iter:15] Loss: 0.109 | Acc: 95.000% 
[epoch:9, iter:16] Loss: 0.109 | Acc: 94.922% 
[epoch:9, iter:17] Loss: 0.104 | Acc: 95.221% 
[epoch:9, iter:18] Loss: 0.100 | Acc: 95.486% 
[epoch:9, iter:19] Loss: 0.095 | Acc: 95.724% 
[epoch:9, iter:20] Loss: 0.101 | Acc: 95.625% 
[epoch:9, iter:21] Loss: 0.099 | Acc: 95.833% 
[epoch:9, iter:22] Loss: 0.101 | Acc: 95.739% 
[epoch:9, iter:23] Loss: 0.104 | Acc: 95.380% 
[epoch:9, iter:24] Loss: 0.102 | Acc: 95.573% 
[epoch:9, iter:25] Loss: 0.100 | Acc: 95.750% 
[epoch:9, iter:26] Loss: 0.098 | Acc: 95.913% 
[epoch:9, iter:27] Loss: 0.096 | Acc: 96.065% 
[epoch:9, iter:28] Loss: 0.093 | Acc: 96.205% 
[epoch:9, iter:29] Loss: 0.091 | Acc: 96.336% 
[epoch:9, iter:30] Loss: 0.090 | Acc: 96.458% 
Best Test Acc: 100.000%
[epoch:10, iter:1] Loss: 0.028 | Acc: 100.000% 
[epoch:10, iter:2] Loss: 0.039 | Acc: 100.000% 
[epoch:10, iter:3] Loss: 0.078 | Acc: 97.917% 
[epoch:10, iter:4] Loss: 0.083 | Acc: 96.875% 
[epoch:10, iter:5] Loss: 0.077 | Acc: 97.500% 
[epoch:10, iter:6] Loss: 0.072 | Acc: 97.917% 
[epoch:10, iter:7] Loss: 0.067 | Acc: 98.214% 
[epoch:10, iter:8] Loss: 0.065 | Acc: 98.438% 
[epoch:10, iter:9] Loss: 0.070 | Acc: 98.611% 
[epoch:10, iter:10] Loss: 0.091 | Acc: 97.500% 
[epoch:10, iter:11] Loss: 0.089 | Acc: 97.159% 
[epoch:10, iter:12] Loss: 0.083 | Acc: 97.396% 
[epoch:10, iter:13] Loss: 0.081 | Acc: 97.596% 
[epoch:10, iter:14] Loss: 0.090 | Acc: 96.875% 
[epoch:10, iter:15] Loss: 0.093 | Acc: 96.667% 
[epoch:10, iter:16] Loss: 0.089 | Acc: 96.875% 
[epoch:10, iter:17] Loss: 0.088 | Acc: 97.059% 
[epoch:10, iter:18] Loss: 0.086 | Acc: 97.222% 
[epoch:10, iter:19] Loss: 0.086 | Acc: 97.039% 
[epoch:10, iter:20] Loss: 0.083 | Acc: 97.188% 
[epoch:10, iter:21] Loss: 0.083 | Acc: 97.024% 
[epoch:10, iter:22] Loss: 0.081 | Acc: 97.159% 
[epoch:10, iter:23] Loss: 0.081 | Acc: 97.011% 
[epoch:10, iter:24] Loss: 0.086 | Acc: 96.875% 
[epoch:10, iter:25] Loss: 0.087 | Acc: 96.750% 
[epoch:10, iter:26] Loss: 0.087 | Acc: 96.875% 
[epoch:10, iter:27] Loss: 0.085 | Acc: 96.991% 
[epoch:10, iter:28] Loss: 0.092 | Acc: 96.652% 
[epoch:10, iter:29] Loss: 0.089 | Acc: 96.767% 
[epoch:10, iter:30] Loss: 0.088 | Acc: 96.875% 
Best Test Acc: 100.000%
