====== Start training======
[epoch:1, iter:1] Loss: 1.141 | Acc: 18.750% 
[epoch:2, iter:24] Loss: 0.633 | Acc: 72.656% 
[epoch:2, iter:25] Loss: 0.642 | Acc: 72.000% 
[epoch:2, iter:26] Loss: 0.655 | Acc: 71.394% 
[epoch:2, iter:27] Loss: 0.653 | Acc: 71.296% 
[epoch:2, iter:28] Loss: 0.655 | Acc: 70.982% 
[epoch:2, iter:29] Loss: 0.657 | Acc: 71.336% 
[epoch:2, iter:30] Loss: 0.653 | Acc: 71.579% 
Best model saved with acc: 75.00%
[epoch:3, iter:1] Loss: 0.442 | Acc: 81.250% 
[epoch:3, iter:2] Loss: 0.528 | Acc: 68.750% 
[epoch:3, iter:3] Loss: 0.483 | Acc: 75.000% 
[epoch:3, iter:4] Loss: 0.456 | Acc: 78.125% 
[epoch:3, iter:5] Loss: 0.490 | Acc: 76.250% 
[epoch:3, iter:6] Loss: 0.478 | Acc: 78.125% 
[epoch:3, iter:7] Loss: 0.551 | Acc: 75.893% 
[epoch:3, iter:8] Loss: 0.530 | Acc: 77.344% 
[epoch:3, iter:9] Loss: 0.538 | Acc: 77.083% 
[epoch:3, iter:10] Loss: 0.547 | Acc: 76.250% 
[epoch:3, iter:11] Loss: 0.568 | Acc: 74.432% 
[epoch:3, iter:12] Loss: 0.572 | Acc: 72.917% 
[epoch:3, iter:13] Loss: 0.570 | Acc: 73.558% 
[epoch:3, iter:14] Loss: 0.563 | Acc: 74.107% 
[epoch:3, iter:15] Loss: 0.566 | Acc: 74.167% 
[epoch:3, iter:16] Loss: 0.568 | Acc: 74.219% 
[epoch:3, iter:17] Loss: 0.571 | Acc: 74.265% 
[epoch:3, iter:18] Loss: 0.576 | Acc: 74.306% 
[epoch:3, iter:19] Loss: 0.567 | Acc: 75.329% 
[epoch:3, iter:20] Loss: 0.558 | Acc: 76.250% 
[epoch:3, iter:21] Loss: 0.549 | Acc: 76.786% 
[epoch:3, iter:22] Loss: 0.558 | Acc: 76.420% 
[epoch:3, iter:23] Loss: 0.552 | Acc: 76.630% 
[epoch:3, iter:24] Loss: 0.548 | Acc: 77.083% 
[epoch:3, iter:25] Loss: 0.537 | Acc: 78.000% 
[epoch:3, iter:26] Loss: 0.534 | Acc: 78.365% 
[epoch:3, iter:27] Loss: 0.528 | Acc: 78.935% 
[epoch:3, iter:28] Loss: 0.519 | Acc: 79.688% 
[epoch:3, iter:29] Loss: 0.520 | Acc: 79.741% 
[epoch:3, iter:30] Loss: 0.520 | Acc: 79.579% 
Best model saved with acc: 78.33%
[epoch:4, iter:1] Loss: 0.822 | Acc: 68.750% 
[epoch:4, iter:2] Loss: 0.683 | Acc: 71.875% 
[epoch:4, iter:3] Loss: 0.602 | Acc: 77.083% 
[epoch:4, iter:4] Loss: 0.535 | Acc: 79.688% 
[epoch:4, iter:5] Loss: 0.490 | Acc: 82.500% 
[epoch:4, iter:6] Loss: 0.507 | Acc: 81.250% 
[epoch:4, iter:7] Loss: 0.507 | Acc: 82.143% 
[epoch:4, iter:8] Loss: 0.487 | Acc: 82.031% 
[epoch:4, iter:9] Loss: 0.472 | Acc: 83.333% 
[epoch:4, iter:10] Loss: 0.451 | Acc: 85.000% 
[epoch:4, iter:11] Loss: 0.452 | Acc: 85.227% 
[epoch:4, iter:12] Loss: 0.455 | Acc: 84.375% 
[epoch:4, iter:13] Loss: 0.473 | Acc: 83.654% 
[epoch:4, iter:14] Loss: 0.459 | Acc: 84.375% 
[epoch:4, iter:15] Loss: 0.468 | Acc: 83.750% 
[epoch:4, iter:16] Loss: 0.453 | Acc: 84.766% 
[epoch:4, iter:17] Loss: 0.474 | Acc: 84.191% 
[epoch:4, iter:18] Loss: 0.464 | Acc: 84.722% 
[epoch:4, iter:19] Loss: 0.462 | Acc: 84.539% 
[epoch:4, iter:20] Loss: 0.455 | Acc: 85.000% 
[epoch:4, iter:21] Loss: 0.448 | Acc: 85.417% 
[epoch:4, iter:22] Loss: 0.437 | Acc: 86.080% 
[epoch:4, iter:23] Loss: 0.450 | Acc: 84.783% 
[epoch:4, iter:24] Loss: 0.442 | Acc: 85.156% 
[epoch:4, iter:25] Loss: 0.437 | Acc: 85.500% 
[epoch:4, iter:26] Loss: 0.443 | Acc: 85.337% 
[epoch:4, iter:27] Loss: 0.441 | Acc: 85.417% 
[epoch:4, iter:28] Loss: 0.437 | Acc: 85.491% 
[epoch:4, iter:29] Loss: 0.434 | Acc: 85.776% 
[epoch:4, iter:30] Loss: 0.434 | Acc: 85.684% 
Best model saved with acc: 90.00%
[epoch:5, iter:1] Loss: 0.205 | Acc: 100.000% 
[epoch:5, iter:2] Loss: 0.353 | Acc: 90.625% 
[epoch:5, iter:3] Loss: 0.340 | Acc: 89.583% 
[epoch:5, iter:4] Loss: 0.328 | Acc: 90.625% 
[epoch:5, iter:5] Loss: 0.390 | Acc: 88.750% 
[epoch:5, iter:6] Loss: 0.386 | Acc: 88.542% 
[epoch:5, iter:7] Loss: 0.377 | Acc: 88.393% 
[epoch:5, iter:8] Loss: 0.381 | Acc: 86.719% 
[epoch:5, iter:9] Loss: 0.371 | Acc: 86.806% 
[epoch:5, iter:10] Loss: 0.363 | Acc: 87.500% 
[epoch:5, iter:11] Loss: 0.356 | Acc: 88.068% 
[epoch:5, iter:12] Loss: 0.348 | Acc: 88.542% 
[epoch:5, iter:13] Loss: 0.353 | Acc: 87.981% 
[epoch:5, iter:14] Loss: 0.355 | Acc: 87.946% 
[epoch:5, iter:15] Loss: 0.365 | Acc: 87.917% 
[epoch:5, iter:16] Loss: 0.355 | Acc: 88.281% 
[epoch:5, iter:17] Loss: 0.352 | Acc: 88.603% 
[epoch:5, iter:18] Loss: 0.381 | Acc: 86.806% 
[epoch:5, iter:19] Loss: 0.370 | Acc: 87.500% 
[epoch:5, iter:20] Loss: 0.387 | Acc: 86.250% 
[epoch:5, iter:21] Loss: 0.384 | Acc: 86.310% 
[epoch:5, iter:22] Loss: 0.380 | Acc: 86.364% 
[epoch:5, iter:23] Loss: 0.379 | Acc: 86.413% 
[epoch:5, iter:24] Loss: 0.372 | Acc: 86.719% 
[epoch:5, iter:25] Loss: 0.369 | Acc: 87.000% 
[epoch:5, iter:26] Loss: 0.372 | Acc: 87.019% 
[epoch:5, iter:27] Loss: 0.370 | Acc: 87.037% 
[epoch:5, iter:28] Loss: 0.371 | Acc: 87.054% 
[epoch:5, iter:29] Loss: 0.376 | Acc: 86.853% 
[epoch:5, iter:30] Loss: 0.372 | Acc: 86.947% 
[epoch:6, iter:1] Loss: 0.296 | Acc: 93.750% 
[epoch:6, iter:2] Loss: 0.407 | Acc: 81.250% 
[epoch:6, iter:3] Loss: 0.353 | Acc: 83.333% 
[epoch:6, iter:4] Loss: 0.407 | Acc: 79.688% 
[epoch:6, iter:5] Loss: 0.387 | Acc: 82.500% 
[epoch:6, iter:6] Loss: 0.373 | Acc: 84.375% 
[epoch:6, iter:7] Loss: 0.374 | Acc: 84.821% 
[epoch:6, iter:8] Loss: 0.400 | Acc: 83.594% 
[epoch:6, iter:9] Loss: 0.390 | Acc: 84.722% 
[epoch:6, iter:10] Loss: 0.379 | Acc: 85.000% 
[epoch:6, iter:11] Loss: 0.367 | Acc: 85.795% 
[epoch:6, iter:12] Loss: 0.364 | Acc: 85.938% 
[epoch:6, iter:13] Loss: 0.355 | Acc: 87.019% 
[epoch:6, iter:14] Loss: 0.372 | Acc: 86.607% 
[epoch:6, iter:15] Loss: 0.378 | Acc: 86.667% 
[epoch:6, iter:16] Loss: 0.377 | Acc: 86.719% 
[epoch:6, iter:17] Loss: 0.371 | Acc: 87.500% 
[epoch:6, iter:18] Loss: 0.360 | Acc: 88.194% 
[epoch:6, iter:19] Loss: 0.353 | Acc: 88.816% 
[epoch:6, iter:20] Loss: 0.363 | Acc: 88.438% 
[epoch:6, iter:21] Loss: 0.359 | Acc: 88.095% 
[epoch:6, iter:22] Loss: 0.363 | Acc: 87.784% 
[epoch:6, iter:23] Loss: 0.375 | Acc: 87.228% 
[epoch:6, iter:24] Loss: 0.370 | Acc: 87.500% 
[epoch:6, iter:25] Loss: 0.369 | Acc: 87.750% 
[epoch:6, iter:26] Loss: 0.366 | Acc: 87.981% 
[epoch:6, iter:27] Loss: 0.361 | Acc: 87.963% 
[epoch:6, iter:28] Loss: 0.357 | Acc: 88.170% 
[epoch:6, iter:29] Loss: 0.353 | Acc: 88.362% 
[epoch:6, iter:30] Loss: 0.353 | Acc: 88.211% 
[epoch:7, iter:1] Loss: 0.422 | Acc: 81.250% 
[epoch:7, iter:2] Loss: 0.344 | Acc: 81.250% 
[epoch:7, iter:3] Loss: 0.406 | Acc: 81.250% 
[epoch:7, iter:4] Loss: 0.397 | Acc: 82.812% 
[epoch:7, iter:5] Loss: 0.364 | Acc: 85.000% 
[epoch:7, iter:6] Loss: 0.339 | Acc: 86.458% 
[epoch:7, iter:7] Loss: 0.342 | Acc: 85.714% 
[epoch:7, iter:8] Loss: 0.335 | Acc: 85.938% 
[epoch:7, iter:9] Loss: 0.338 | Acc: 85.417% 
[epoch:7, iter:10] Loss: 0.348 | Acc: 85.000% 
[epoch:7, iter:11] Loss: 0.344 | Acc: 85.227% 
[epoch:7, iter:12] Loss: 0.337 | Acc: 85.417% 
[epoch:7, iter:13] Loss: 0.332 | Acc: 86.058% 
[epoch:7, iter:14] Loss: 0.327 | Acc: 86.607% 
[epoch:7, iter:15] Loss: 0.339 | Acc: 85.833% 
[epoch:7, iter:16] Loss: 0.333 | Acc: 85.938% 
[epoch:7, iter:17] Loss: 0.324 | Acc: 86.765% 
[epoch:7, iter:18] Loss: 0.318 | Acc: 87.500% 
[epoch:7, iter:19] Loss: 0.324 | Acc: 87.500% 
[epoch:7, iter:20] Loss: 0.314 | Acc: 88.125% 
[epoch:7, iter:21] Loss: 0.352 | Acc: 86.607% 
[epoch:7, iter:22] Loss: 0.359 | Acc: 86.364% 
[epoch:7, iter:23] Loss: 0.352 | Acc: 86.685% 
[epoch:7, iter:24] Loss: 0.355 | Acc: 86.979% 
[epoch:7, iter:25] Loss: 0.356 | Acc: 87.000% 
[epoch:7, iter:26] Loss: 0.356 | Acc: 87.019% 
[epoch:7, iter:27] Loss: 0.353 | Acc: 87.269% 
[epoch:7, iter:28] Loss: 0.347 | Acc: 87.723% 
[epoch:7, iter:29] Loss: 0.349 | Acc: 87.500% 
[epoch:7, iter:30] Loss: 0.350 | Acc: 87.368% 
[epoch:8, iter:1] Loss: 0.263 | Acc: 93.750% 
[epoch:8, iter:2] Loss: 0.372 | Acc: 87.500% 
[epoch:8, iter:3] Loss: 0.329 | Acc: 89.583% 
[epoch:8, iter:4] Loss: 0.343 | Acc: 87.500% 
[epoch:8, iter:5] Loss: 0.394 | Acc: 86.250% 
[epoch:8, iter:6] Loss: 0.388 | Acc: 86.458% 
[epoch:8, iter:7] Loss: 0.376 | Acc: 86.607% 
[epoch:8, iter:8] Loss: 0.363 | Acc: 87.500% 
[epoch:8, iter:9] Loss: 0.366 | Acc: 87.500% 
[epoch:8, iter:10] Loss: 0.349 | Acc: 88.125% 
[epoch:8, iter:11] Loss: 0.359 | Acc: 86.932% 
[epoch:8, iter:12] Loss: 0.353 | Acc: 87.500% 
[epoch:8, iter:13] Loss: 0.361 | Acc: 87.019% 
[epoch:8, iter:14] Loss: 0.350 | Acc: 87.500% 
[epoch:8, iter:15] Loss: 0.344 | Acc: 87.917% 
[epoch:8, iter:16] Loss: 0.346 | Acc: 87.500% 
[epoch:8, iter:17] Loss: 0.344 | Acc: 87.500% 
[epoch:8, iter:18] Loss: 0.353 | Acc: 86.458% 
[epoch:8, iter:19] Loss: 0.354 | Acc: 86.513% 
[epoch:8, iter:20] Loss: 0.356 | Acc: 86.250% 
[epoch:8, iter:21] Loss: 0.366 | Acc: 85.714% 
[epoch:8, iter:22] Loss: 0.368 | Acc: 85.795% 
[epoch:8, iter:23] Loss: 0.368 | Acc: 85.870% 
[epoch:8, iter:24] Loss: 0.367 | Acc: 86.198% 
[epoch:8, iter:25] Loss: 0.372 | Acc: 86.000% 
[epoch:8, iter:26] Loss: 0.367 | Acc: 86.298% 
[epoch:8, iter:27] Loss: 0.367 | Acc: 86.343% 
[epoch:8, iter:28] Loss: 0.362 | Acc: 86.607% 
[epoch:8, iter:29] Loss: 0.357 | Acc: 86.853% 
[epoch:8, iter:30] Loss: 0.354 | Acc: 86.737% 
Best model saved with acc: 90.83%
[epoch:9, iter:1] Loss: 0.214 | Acc: 100.000% 
[epoch:9, iter:2] Loss: 0.281 | Acc: 93.750% 
[epoch:9, iter:3] Loss: 0.300 | Acc: 91.667% 
[epoch:9, iter:4] Loss: 0.296 | Acc: 90.625% 
[epoch:9, iter:5] Loss: 0.304 | Acc: 90.000% 
[epoch:9, iter:6] Loss: 0.286 | Acc: 91.667% 
[epoch:9, iter:7] Loss: 0.304 | Acc: 90.179% 
[epoch:9, iter:8] Loss: 0.327 | Acc: 88.281% 
[epoch:9, iter:9] Loss: 0.324 | Acc: 88.194% 
[epoch:9, iter:10] Loss: 0.318 | Acc: 87.500% 
[epoch:9, iter:11] Loss: 0.322 | Acc: 87.500% 
[epoch:9, iter:12] Loss: 0.317 | Acc: 87.500% 
[epoch:9, iter:13] Loss: 0.313 | Acc: 87.981% 
[epoch:9, iter:14] Loss: 0.310 | Acc: 88.393% 
[epoch:9, iter:15] Loss: 0.324 | Acc: 88.333% 
[epoch:9, iter:16] Loss: 0.319 | Acc: 88.281% 
[epoch:9, iter:17] Loss: 0.327 | Acc: 88.235% 
[epoch:9, iter:18] Loss: 0.324 | Acc: 88.194% 
[epoch:9, iter:19] Loss: 0.326 | Acc: 88.158% 
[epoch:9, iter:20] Loss: 0.324 | Acc: 88.438% 
[epoch:9, iter:21] Loss: 0.324 | Acc: 88.690% 
[epoch:9, iter:22] Loss: 0.328 | Acc: 88.352% 
[epoch:9, iter:23] Loss: 0.340 | Acc: 88.043% 
[epoch:9, iter:24] Loss: 0.340 | Acc: 88.021% 
[epoch:9, iter:25] Loss: 0.337 | Acc: 88.000% 
[epoch:9, iter:26] Loss: 0.338 | Acc: 88.221% 
[epoch:9, iter:27] Loss: 0.341 | Acc: 87.963% 
[epoch:9, iter:28] Loss: 0.342 | Acc: 87.946% 
[epoch:9, iter:29] Loss: 0.342 | Acc: 87.931% 
[epoch:9, iter:30] Loss: 0.343 | Acc: 88.000% 
Best model saved with acc: 91.67%
[epoch:10, iter:1] Loss: 0.370 | Acc: 87.500% 
[epoch:10, iter:2] Loss: 0.302 | Acc: 90.625% 
[epoch:10, iter:3] Loss: 0.324 | Acc: 87.500% 
[epoch:10, iter:4] Loss: 0.321 | Acc: 87.500% 
[epoch:10, iter:5] Loss: 0.304 | Acc: 88.750% 
[epoch:10, iter:6] Loss: 0.291 | Acc: 89.583% 
[epoch:10, iter:7] Loss: 0.319 | Acc: 87.500% 
[epoch:10, iter:8] Loss: 0.350 | Acc: 86.719% 
[epoch:10, iter:9] Loss: 0.335 | Acc: 88.194% 
[epoch:10, iter:10] Loss: 0.363 | Acc: 87.500% 
[epoch:10, iter:11] Loss: 0.363 | Acc: 87.500% 
[epoch:10, iter:12] Loss: 0.356 | Acc: 87.500% 
[epoch:10, iter:13] Loss: 0.356 | Acc: 87.500% 
[epoch:10, iter:14] Loss: 0.357 | Acc: 87.054% 
[epoch:10, iter:15] Loss: 0.350 | Acc: 87.500% 
[epoch:10, iter:16] Loss: 0.339 | Acc: 88.281% 
[epoch:10, iter:17] Loss: 0.350 | Acc: 87.868% 
[epoch:10, iter:18] Loss: 0.362 | Acc: 87.500% 
[epoch:10, iter:19] Loss: 0.357 | Acc: 87.829% 
[epoch:10, iter:20] Loss: 0.356 | Acc: 88.125% 
[epoch:10, iter:21] Loss: 0.365 | Acc: 87.202% 
[epoch:10, iter:22] Loss: 0.358 | Acc: 87.784% 
[epoch:10, iter:23] Loss: 0.358 | Acc: 87.772% 
[epoch:10, iter:24] Loss: 0.368 | Acc: 87.500% 
[epoch:10, iter:25] Loss: 0.369 | Acc: 87.250% 
[epoch:10, iter:26] Loss: 0.364 | Acc: 87.500% 
[epoch:10, iter:27] Loss: 0.361 | Acc: 87.500% 
[epoch:10, iter:28] Loss: 0.358 | Acc: 87.500% 
[epoch:10, iter:29] Loss: 0.358 | Acc: 87.500% 
[epoch:10, iter:30] Loss: 0.361 | Acc: 87.579% 
Best Test Acc: 91.667%
